Model No,Make,Model,Variant,Ex_Showroom_Price,Displacement,Cylinders,Fuel_Tank_Capacity,Fuel_Type,City_Mileage,Gears,Front_Brakes,Rear_Brakes,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Speedometer,Seating_Capacity,Aux-in_Compatibility,Basic_Warranty,Handbrake,Sale_per_year,warranty,Model_year
970,Kia,Seltos,Hte 1.5,7057501,1497 cc,4,60 litres,Petrol,23 km/litre,6,Ventilated Disc,Ventilated Disc,205/65 R16,205/65 R16,Analog,5,Yes,No Warranty,Manual,10024,5,2011
971,Kia,Seltos,Htk 1.5,2256580,1497 cc,2,60 litres,Petrol,23 km/litre,6,Ventilated Disc,Ventilated Disc,205/65 R16,205/65 R16,Analog,5,Yes,No Warranty,Manual,3685,5,2019
972,Kia,Seltos,Htk Plus 1.5,1399601,1497 cc,2,60 litres,Petrol,23 km/litre,6,Ventilated Disc,Ventilated Disc,205/65 R16,205/65 R16,Analog,5,Yes,No Warranty,Manual,7902,4,2014
973,Kia,Seltos,Htx 1.5,3867315,1497 cc,2,60 litres,Petrol,23 km/litre,6,Ventilated Disc,Ventilated Disc,215/60 R17,215/60 R17,Analog,5,Yes,No Warranty,Manual,1571,3,2015
974,Kia,Seltos,Htx Cvt 1.5,1959579,1497 cc,2,60 litres,Petrol,23 km/litre,6,Ventilated Disc,Ventilated Disc,215/60 R17,215/60 R17,Analog,5,Yes,No Warranty,Manual,8521,2,2016
975,Kia,Seltos,Hte 1.5 Diesel,1951863,1493 cc,2,60 litres,Diesel,23 km/litre,6,Ventilated Disc,Ventilated Disc,205/65 R16,205/65 R16,Analog,5,Yes,No Warranty,Manual,9763,4,2017
976,Kia,Seltos,Htk 1.5 Diesel,2118181,1493 cc,2,60 litres,Diesel,23 km/litre,6,Ventilated Disc,Ventilated Disc,205/65 R16,205/65 R16,Analog,5,Yes,No Warranty,Manual,9470,4,2018
977,Kia,Seltos,Htk Plus 1.5 Diesel,7738801,1493 cc,2,60 litres,Diesel,23 km/litre,6,Ventilated Disc,Ventilated Disc,205/65 R16,205/65 R16,Analog,5,Yes,No Warranty,Manual,6188,5,2016
978,Kia,Seltos,Htk Plus At 1.5 Diesel,3886386,1493 cc,2,60 litres,Diesel,23 km/litre,6,Ventilated Disc,Ventilated Disc,205/65 R16,205/65 R16,Analog,5,Yes,No Warranty,Automatic,2171,4,2014
979,Kia,Seltos,Htx Plus 1.5 Diesel,8955405,1493 cc,2,60 litres,Diesel,23 km/litre,6,Ventilated Disc,Ventilated Disc,215/60 R17,215/60 R17,Analog,5,Yes,No Warranty,Manual,1124,2,2011
980,Kia,Seltos,Htx Plus At 1.5 Diesel,9572281,1493 cc,2,60 litres,Diesel,23 km/litre,6,Ventilated Disc,Ventilated Disc,205/65 R16,205/65 R16,Analog,5,Yes,No Warranty,Manual,8444,3,2010
981,Kia,Seltos,Gtk 1.4,2341140,1353 cc,4,50 litres,Petrol,23 km/litre,6,Ventilated Disc,Ventilated Disc,215/60 R17,215/60 R17,Analog,5,Yes,No Warranty,Manual,2009,4,2017
982,Kia,Seltos,Gtx 1.4,5612958,1353 cc,4,50 litres,Petrol,23 km/litre,6,Ventilated Disc,Ventilated Disc,215/60 R17,215/60 R17,"Analog, Digital",5,Yes,No Warranty,Manual,5474,4,2013
983,Kia,Seltos,Gtx At 1.4,5170771,1353 cc,4,50 litres,Petrol,23 km/litre,7,Ventilated Disc,Ventilated Disc,215/60 R17,215/60 R17,Analog,5,Yes,No Warranty,Manual,7572,5,2020
984,Kia,Seltos,Gtx Plus 1.4,7646229,1353 cc,4,50 litres,Petrol,23 km/litre,6,Ventilated Disc,Ventilated Disc,215/60 R17,215/60 R17,Analog,5,Yes,No Warranty,Manual,10582,4,2015
985,Kia,Seltos,Htx 1.5 Diesel,2230253,1493 cc,2,60 litres,Diesel,23 km/litre,6,Ventilated Disc,Ventilated Disc,215/60 R17,215/60 R17,Analog,5,Yes,No Warranty,Manual,8045,5,2017
986,Nissan,Terrano,Xe D 85Ps,4691312,1461 cc,4,50 litres,Diesel,17.1 km/litre,5,Ventilated Disc,Drum,215/65R16,215/65R16,Analog,5,No,24 months /50000 Kms (whichever comes first),Manual,3741,4,2011
987,Nissan,Terrano,Xv D Premium 110 Ps Amt,5601988,1461 cc,4,50 litres,Diesel,16 km/litre,6,Ventilated Disc,Drum,215/65R16,215/65R16,Analog,5,Yes,24 months /50000 Kms (whichever comes first),Manual,4328,5,2016
988,Nissan,Terrano,Xl (P),8140003,1598 cc,4,50 litres,Petrol,10.1 km/litre,5,Ventilated Disc,Drum,215/65R16,215/65R16,Analog,5,Yes,24 months /50000 Kms (whichever comes first),Manual,5748,2,2015
989,Nissan,Terrano,Xl D(O),3379842,1461 cc,4,50 litres,Diesel,17.1 km/litre,5,Ventilated Disc,Drum,215/65R16,215/65R16,Analog,5,Yes,24 months /50000 Kms (whichever comes first),Manual,5405,4,2013
990,Nissan,Terrano,Xv D Premium 110 Ps,4691432,1461 cc,4,50 litres,Diesel,16 km/litre,6,Ventilated Disc,Drum,215/65R16,215/65R16,Analog,5,Yes,24 months /50000 Kms (whichever comes first),Manual,10246,3,2022
991,Nissan,Terrano,Sport Edition,4446357,1461 cc,4,50 litres,Diesel,17.1 km/litre,5,Ventilated Disc,Drum,215/65R16,215/65R16,Analog,5,No,24 months /50000 Kms (whichever comes first),Manual,10014,3,2011
992,Tata,Safari Storme,2.2 Lx 4X2,9230306,2179 cc,4,63 litres,Diesel,10.8 km/litre,5,Ventilated Disc,Drum,235/70R16,235/70R16,Analog,7,No,3 years /100000 Kms (years/distance whichever comes first),Manual,5299,5,2012
993,Tata,Safari Storme,2.2 Ex 4X2,1331720,2179 cc,4,63 litres,Diesel,10.8 km/litre,5,Ventilated Disc,Ventilated Disc,235/70R16,235/70R16,Analog,7,Yes,3 years /100000 Kms (years/distance whichever comes first),Manual,8048,4,2016
994,Tata,Safari Storme,2.2 Vx 4X2 Varicor 400,8395994,2179 cc,4,63 litres,Diesel,10.8 km/litre,6,Ventilated Disc,Ventilated Disc,235/70R16,235/70R16,Analog,7,Yes,3 years /100000 Kms (years/distance whichever comes first),Manual,5095,5,2012
995,Tata,Safari Storme,2.2 Vx 4X4 Varicor 400,8495849,2179 cc,4,63 litres,Diesel,"13,93 km/litre",6,Ventilated Disc,Ventilated Disc,235/70R16,235/70R16,Analog,7,Yes,3 years /100000 Kms (years/distance whichever comes first),Manual,2716,5,2016
996,Mg,Hector,1.5L Style,3275341,1500 cc,4,24 litres,Petrol,23 km/litre,6,Ventilated Disc,Ventilated Disc,error,error,Yes,5,No,No Warranty,Manual,4244,2,2021
997,Mg,Hector,2.0L Style,7519125,2000 cc,4,24 litres,Diesel,23 km/litre,6,Ventilated Disc,Ventilated Disc,error,error,Yes,5,No,No Warranty,Manual,4105,5,2015
998,Mg,Hector,2.0L Super,6672094,2000 cc,4,24 litres,Diesel,23 km/litre,6,Drum,error,error,error,Yes,5,Yes,No Warranty,Manual,10689,3,2019
999,Mg,Hector,2.0L Smart,7973035,2000 cc,4,24 litres,Diesel,23 km/litre,6,Drum,error,error,error,Yes,5,Yes,No Warranty,Manual,9961,4,2014
1000,Mg,Hector,2.0L Sharp,3583658,2000 cc,4,24 litres,Diesel,23 km/litre,6,Drum,error,error,error,error,5,No,No Warranty,Manual,10297,3,2012
1001,Mg,Hector,1.5L Super,1835800,1500 cc,4,24 litres,Petrol,23 km/litre,6,Drum,error,error,error,error,5,No,No Warranty,Manual,10448,4,2016
1002,Mg,Hector,1.5L Super Hybrid,3969263,1500 cc,4,24 litres,Hybrid,23 km/litre,6,Drum,error,error,error,error,5,Yes,No Warranty,Manual,10702,2,2015
1003,Mg,Hector,1.5L Sharp Hybrid,4613306,1500 cc,4,24 litres,Hybrid,23 km/litre,6,Drum,error,error,error,error,5,No,No Warranty,Manual,4062,4,2016
1004,Mg,Hector,1.5L Smart Hybrid,3861102,1500 cc,4,24 litres,Hybrid,23 km/litre,6,Ventilated Disc,Ventilated Disc,error,error,error,5,No,No Warranty,Manual,10276,2,2017
1005,Mg,Hector,1.5L Smart Dct,5189893,1500 cc,4,24 litres,Petrol,23 km/litre,6,Drum,error,error,error,Yes,5,Yes,No Warranty,Automatic,5944,5,2020
1006,Mg,Hector,1.5L Sharp Dct,2098626,1500 cc,4,24 litres,Petrol,23 km/litre,6,Drum,error,error,error,error,5,No,No Warranty,Automatic,2779,5,2013
1007,Tata,Nexon Ev,Xm,5056772,660 cc,2,24 litres,Electric,23 km/litre,4,Ventilated Disc,Solid Disc,R16,R16,Digital,5,Yes,8 yrs/1.6L kmBattery Warranty,Manual,8747,5,2018
1008,Tata,Nexon Ev,Xz Plus,6366367,660 cc,2,24 litres,Electric,23 km/litre,4,Ventilated Disc,Solid Disc,R16,R16,Digital,5,Yes,8 yrs/1.6L kmBattery Warranty,Manual,4581,2,2019
1009,Tata,Nexon Ev,Xz Plus Lux,6217639,660 cc,2,24 litres,Electric,23 km/litre,4,Ventilated Disc,Solid Disc,R16,R16,Digital,5,Yes,8 yrs/1.6L kmBattery Warranty,Manual,3233,4,2020
1010,Hyundai,Elantra,S,3242199,1999 cc,4,50 litres,Petrol,13.1 km/litre,6,Ventilated Disc,Ventilated Disc,205/60R16,205/60R16,Analog,5,Yes,No Warranty,Manual,10928,3,2015
1011,Hyundai,Elantra,Sx,2938714,1999 cc,4,50 litres,Petrol,13.1 km/litre,6,Ventilated Disc,Ventilated Disc,205/60R16,205/60R16,Analog,5,Yes,No Warranty,Manual,9452,4,2018
1012,Hyundai,Elantra,Sx At,8610688,1999 cc,4,50 litres,Petrol,13.1 km/litre,6,Ventilated Disc,Ventilated Disc,205/60R16,205/60R16,Analog,5,Yes,No Warranty,Manual,7548,4,2021
1013,Hyundai,Elantra,Sx(O) At,2692315,1999 cc,4,50 litres,Petrol,13.1 km/litre,6,Ventilated Disc,Ventilated Disc,205/60R16,205/60R16,"Analog, Digital",5,Yes,No Warranty,Manual,9779,4,2016
1014,Hyundai,Tucson,2Wd Mt Diesel,6333969,1995 cc,4,62 litres,Diesel,"16,38 km/litre",5,Ventilated Disc,Solid Disc,225 / 60 R17,225 / 60 R17,Analog,5,Yes,No Warranty,Manual,5428,3,2019
1015,Hyundai,Tucson,2Wd Mt Petrol,8382603,1999 cc,4,62 litres,Petrol,"13,3 km/litre",5,Ventilated Disc,Solid Disc,225 / 60 R17,225 / 60 R17,Analog,5,Yes,No Warranty,Manual,4517,5,2011
1016,Hyundai,Tucson,2Wd At Gl Diesel,9806186,1995 cc,4,62 litres,Diesel,"16,38 km/litre",5,Ventilated Disc,Solid Disc,225/55 R18,225/55 R18,Analog,5,Yes,No Warranty,Automatic,10824,2,2016
1017,Hyundai,Tucson,2Wd At Gl Petrol,2000089,1999 cc,4,62 litres,Petrol,"13,3 km/litre",5,Ventilated Disc,Solid Disc,225/55 R18,225/55 R18,Analog,5,Yes,No Warranty,Automatic,1283,4,2018
1018,Hyundai,Tucson,4Wd At Gls Diesel,6521731,1995 cc,4,62 litres,Diesel,16.38 km/litre,5,Ventilated Disc,Ventilated Disc,225/55 R18,225/55 R18,Analog,5,Yes,No Warranty,Automatic,8392,4,2016
1019,Hyundai,Tucson,2Wd At Gls Petrol,8504633,1999 cc,4,62 litres,Petrol,13.3 km/litre,5,Ventilated Disc,Solid Disc,225/55 R18,225/55 R18,Analog,5,Yes,No Warranty,Automatic,8705,2,2018
1020,Hyundai,Tucson,2Wd At Gl(O) Petrol,1676152,1999 cc,4,62 litres,Petrol,13.3 km/litre,5,Ventilated Disc,Solid Disc,225/55 R18,225/55 R18,Analog,5,Yes,No Warranty,Automatic,2739,4,2019
1021,Hyundai,Tucson,2Wd At Gl(O) Diesel,1573049,1995 cc,4,62 litres,Diesel,16.38 km/litre,5,Ventilated Disc,Solid Disc,225/55 R18,225/55 R18,Analog,5,Yes,No Warranty,Automatic,9401,4,2020
1022,Volkswagen,Passat,2.0 Tdi Comfortline,3043553,1968 cc,4,55 litres,Diesel,23 km/litre,7,Ventilated Disc,Ventilated Disc,215 / 60 R16,215 / 60 R16,Analog,5,Yes,2 years / Unlimited Kms,Manual,7909,4,2017
1023,Volkswagen,Passat,2.0 Tdi Highline,3424315,1968 cc,4,66 litres,Diesel,23 km/litre,7,Ventilated Disc,Ventilated Disc,215/55 R17,215/55 R17,Analog,5,Yes,2 years / Unlimited Kms,Manual,4094,3,2021
1024,Volkswagen,Passat,2.0 Tdi Comfortline Connect,7371010,1968 cc,4,55 litres,Diesel,23 km/litre,7,Ventilated Disc,Ventilated Disc,215 / 60 R16,215 / 60 R16,Analog,5,Yes,2 years / Unlimited Kms,Manual,10865,2,2010
1025,Volkswagen,Passat,2.0 Tdi Highline Connect,6121622,1968 cc,4,66 litres,Diesel,23 km/litre,7,Ventilated Disc,Ventilated Disc,215/55 R17,215/55 R17,Analog,5,Yes,2 years / Unlimited Kms,Manual,3714,5,2016
1026,Tata,Mercedes-Benz A-Class,180,7426281,1595 cc,4,50 litres,Petrol,12.03 km/litre,7,Ventilated Disc,Ventilated Disc,205/55R16,205/55R16,Analog,5,Yes,3 years / Unlimited Kms,Automatic,2406,5,2012
1027,Tata,Mercedes-Benz A-Class,200D,5585958,2143 cc,4,50 litres,Diesel,12.03 km/litre,7,Ventilated Disc,Ventilated Disc,205/55R16,205/55R16,Analog,5,Yes,3 years / Unlimited Kms,Automatic,1675,3,2016
1028,Volvo,V40 Cross Country,D3,7288261,1984 cc,5,60 litres,Diesel,13.05 km/litre,6,Ventilated Disc,Ventilated Disc,115/90R16,115/90R16,Digital,5,Yes,No Warranty,Manual,2139,5,2014
1029,Volvo,V40 Cross Country,T4,9316729,1596 cc,4,50 litres,Petrol,12 km/litre,6,Ventilated Disc,Ventilated Disc,115/90R16,115/90R16,Digital,5,Yes,No Warranty,Manual,10804,3,2012
1030,Mini,Countryman,Cooper S,7291540,1998 cc,4,47 litres,Petrol,23 km/litre,8,Solid Disc,Drum,205 / 55 R17,205 / 55 R17,Yes,5,Yes,2 years / Unlimited Kms,Manual,2792,2,2011
1031,Mini,Countryman,Cooper Sd,5724027,1998 cc,4,47 litres,Diesel,23 km/litre,8,Solid Disc,Drum,205/55,205/55,Analog,5,Yes,2 years / Unlimited Kms,Manual,6734,2,2021
1032,Mini,Countryman,Cooper S Jcw Inspired,3913130,1998 cc,4,47 litres,Petrol,23 km/litre,8,Solid Disc,Drum,205 / 55 R18,205 / 55 R18,Yes,5,Yes,2 years / Unlimited Kms,Manual,8162,4,2011
1033,Mini,Countryman,Black Edition,2961734,1998 cc,4,47 litres,Petrol,23 km/litre,8,Solid Disc,Drum,205 / 55 R18,205 / 55 R18,Yes,5,Yes,2 years / Unlimited Kms,Manual,8204,4,2015
1034,Tata,Mercedes-Benz C-Class,C 220D Prime,2316381,1950 cc,4,66 litres,Diesel,23 km/litre,9,Ventilated Disc,Ventilated Disc,225/50R17,225/50R17,Analog,5,Yes,3 years / Unlimited Kms,Automatic,7848,4,2019
1035,Tata,Mercedes-Benz C-Class,C 220D Progressive,1279337,1950 cc,4,66 litres,Diesel,23 km/litre,9,Ventilated Disc,Ventilated Disc,225/50R17,225/50R17,Analog,5,Yes,3 years / Unlimited Kms,Automatic,9878,4,2010
1036,Tata,Mercedes-Benz C-Class,C 300D Amg Line,1495443,1950 cc,4,66 litres,Diesel,23 km/litre,9,Ventilated Disc,Ventilated Disc,225/50R17,225/50R17,Analog,5,Yes,3 years / Unlimited Kms,Automatic,3824,4,2022
1037,Tata,Mercedes-Benz C-Class,C 43 Amg,4282047,3982 cc,8,66 litres,Petrol,23 km/litre,7,Ventilated Disc,Ventilated Disc,245/35R19,245/35R19,Analog,5,Yes,3 years / Unlimited Kms,Automatic,6071,2,2018
1038,Tata,Mercedes-Benz C-Class,C 200 Prime,3631591,1497 cc,4,66 litres,Petrol,23 km/litre,9,Ventilated Disc,Ventilated Disc,225/50R17,225/50R17,Analog,5,Yes,3 years / Unlimited Kms,Automatic,5163,3,2014
1039,Tata,Mercedes-Benz C-Class,C 200 Progressive,1240816,1497 cc,4,66 litres,Petrol,23 km/litre,9,Ventilated Disc,Ventilated Disc,225/50R17,225/50R17,Analog,5,Yes,3 years / Unlimited Kms,Automatic,10125,3,2011
1040,Toyota,Prius,Z8,1829613,1798 cc,4,43 litres,Hybrid,15.1 km/litre,5,Ventilated Disc,Solid Disc,195/65R15,195/65R15,Analog,5,Yes,3 years /100000 Kms (years/distance whichever comes first),Manual,1736,3,2012
1041,Lexus,Es,300H,8432360,2487 cc,4,24 litres,Hybrid,17.8 km/litre,4,Ventilated Disc,Solid Disc,235/45 R18,235/45 R18,Analog,5,Yes,No Warranty,Automatic,10161,4,2015
1042,Lexus,Nx 300H,F-Sport,1771425,2494 cc,6,56 litres,Petrol,23 km/litre,4,Ventilated Disc,Solid Disc,225/60R18,225/60R18,Analog,5,Yes,No Warranty,Automatic,4440,2,2017
1043,Lexus,Nx 300H,Luxury,6375202,2494 cc,6,56 litres,Petrol,23 km/litre,4,Ventilated Disc,Solid Disc,225/60R18,225/60R18,Analog,5,Yes,No Warranty,Automatic,8084,3,2013
1044,Jaguar,F-Pace,Prestige,1239986,1999 cc,4,60 litres,Diesel,21.27 km/litre,4,Ventilated Disc,Ventilated Disc,255/60 R18,255/60 R18,Digital,5,Yes,No Warranty,Automatic,1937,4,2018
1045,Jaguar,F-Pace,Prestige Petrol,6057489,1997 cc,4,60 litres,Petrol,23 km/litre,4,Ventilated Disc,Ventilated Disc,255/60 R18,255/60 R18,Digital,5,Yes,No Warranty,Automatic,6797,3,2014
1046,Volvo,V90 Cross Country,D5 Inscription,9950001,1969 cc,4,60 litres,Diesel,13.2 km/litre,8,Ventilated Disc,Ventilated Disc,245/45R20,245/45R20,Analog,5,Yes,No Warranty,Manual,4173,5,2020
1047,Audi,A5 Cabriolet,2.0 Tdi,4965761,1968 cc,4,58 litres,Diesel,23 km/litre,7,Ventilated Disc,Ventilated Disc,245/40 R18,245/40 R18,Digital,4,Yes,No Warranty,Automatic,5228,4,2021
1048,Tata,Mercedes-Benz Gle,300D 4Matic,6054314,1950 cc,4,93 litres,Diesel,23 km/litre,9,Ventilated Disc,Ventilated Disc,265/45 R20,265/45 R20,Analog,5,Yes,No Warranty,Automatic,1903,4,2010
1049,Tata,Mercedes-Benz Gle,400D 4Matic Hip Hop Edition,6271123,2925 cc,6,93 litres,Diesel,23 km/litre,9,Ventilated Disc,Ventilated Disc,255/50 R20,255/50 R20,Analog,5,Yes,No Warranty,Automatic,1930,4,2015
1050,Tata,Mercedes-Benz Cls,300D,3296225,1950 cc,4,24 litres,Diesel,23 km/litre,9,Ventilated Disc,Ventilated Disc,225 / 45 R18,225 / 40 R18,Digital,5,Yes,No Warranty,Automatic,5336,2,2019
1051,Bmw,X7,Xdrive 40I,3649674,2998 cc,6,80 litres,Petrol,23 km/litre,8,Ventilated Disc,Ventilated Disc,error,error,Digital,7,Yes,No Warranty,Automatic,8423,5,2021
1052,Bmw,X7,Xdrive30D Dpe Signature,8093804,2993 cc,6,80 litres,Diesel,23 km/litre,8,Ventilated Disc,Ventilated Disc,error,error,Digital,7,Yes,No Warranty,Automatic,9233,5,2020
1053,Bmw,M4,Coupe,5936112,2979 cc,6,60 litres,Petrol,7.32 km/litre,7,Ventilated Disc,Ventilated Disc,255/40R18,275/40R18,Analog,4,Yes,2 years / Unlimited Kms,Automatic,2733,4,2014
1054,Porsche,911,Carrera S,1242692,2981 cc,6,64 litres,Petrol,7.9 km/litre,8,Ventilated Disc,Ventilated Disc,245/35 ZR 20,305/30 ZR 21,Analog,4,Yes,4 years / 80000 Kms (years/distance whichever comes first),Automatic,9810,5,2011
1055,Porsche,911,Carrera S Cabriolet,6910504,2981 cc,6,64 litres,Petrol,11.6 km/litre,8,Ventilated Disc,Ventilated Disc,245/35 ZR 20,305/30 ZR 21,Analog,4,Yes,4 years / 80000 Kms (years/distance whichever comes first),Automatic,1613,3,2019
1056,Nissan,Gtr,3.8 V6,5961378,3799 cc,6,74 litres,Petrol,9 km/litre,6,Ventilated Disc,Ventilated Disc,255/40 R20,255/35 R20,Analog,4,Yes,No Warranty,Automatic,6365,2,2019
1057,Aston Martin,Vantage,Coupe,7124435,3982 cc,8,73 litres,Petrol,5 km/litre,8,Ventilated Disc,Ventilated Disc,255/40/20,295/35/20,error,2,No,No Warranty,Automatic,10711,2,2013
1058,Aston Martin,Rapide,Luxe,9140635,5935 cc,12,90.5 litres,Petrol,9.1 km/litre,8,Ventilated Disc,Ventilated Disc,245/40R20,295/35R20,Analog,4,Yes,2 years / Unlimited Kms,Automatic,8801,3,2013
1059,Ferrari,812 Superfast,Superfast,8893757,6496 cc,12,92 litres,Petrol,23 km/litre,7,Ventilated Disc,Ventilated Disc,275/35 ZR20,315/35 ZR20,Digital,2,Yes,No Warranty,Automatic,3109,5,2011
1060,Maruti Suzuki,Alto 800 Tour,H1,1617724,796 cc,3,35 litres,Petrol,18 km/litre,5,Solid Disc,Drum,145/80R12,145/80R12,Analog,5,No,2 years /40000 Kms (years/distance whichever comes first),Manual,6649,3,2016
1061,Maruti Suzuki,Alto 800 Tour,H1 (O),3846873,796 cc,3,35 litres,Petrol,18 km/litre,5,Solid Disc,Drum,145/80R12,145/80R12,Analog,5,No,No Warranty,Manual,10811,3,2016
1062,Hyundai,Grand I10 Nios,Magna 1.2 Crdi,3840387,1186 cc,3,37 litres,Diesel,20.7 km/litre,5,Ventilated Disc,Drum,165/70R14,165/70R14,"Analog, Digital",5,Yes,"3 years / 100,000 Km of warranty**",Manual,2067,4,2012
1063,Hyundai,Grand I10 Nios,Era 1.2 Vtvt,4840396,1197 cc,4,37 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,165/70R14,165/70R14,Analog,5,No,"3 years / 100,000 Km of warranty**",Manual,1142,5,2021
1064,Hyundai,Grand I10 Nios,Magna 1.2 Vtvt,6159955,1197 cc,4,37 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,165/70R14,165/70R14,Analog,5,Yes,"3 years / 100,000 Km of warranty**",Manual,2938,3,2015
1065,Hyundai,Grand I10 Nios,Magna Amt 1.2 Vtvt,2758830,1197 cc,4,37 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,165/70R14,165/70R14,Analog,5,Yes,"3 years / 100,000 Km of warranty**",Manual,6061,2,2019
1066,Hyundai,Grand I10 Nios,Sportz 1.2 Vtvt,2573515,1197 cc,4,37 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,165/70R14,165/70R14,Analog,5,Yes,"3 years / 100,000 Km of warranty**",Manual,7122,3,2018
1067,Hyundai,Grand I10 Nios,Sportz Amt 1.2 Vtvt,8668676,1197 cc,4,37 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,165/70R14,165/70R14,Analog,5,Yes,"3 years / 100,000 Km of warranty**",Manual,3377,4,2015
1068,Hyundai,Grand I10 Nios,Sportz Dual Tone 1.2 Vtvt,1050990,1197 cc,4,37 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,175/60R15,175/60R15,Analog,5,Yes,"3 years / 100,000 Km of warranty**",Manual,10994,2,2018
1069,Hyundai,Grand I10 Nios,Asta 1.2 Vtvt,9714325,1197 cc,4,37 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,175/60R15,175/60R15,Analog,5,Yes,"3 years / 100,000 Km of warranty**",Manual,8931,3,2022
1070,Hyundai,Grand I10 Nios,Sportz Amt 1.2 Crdi,9420511,1186 cc,3,37 litres,Diesel,23 km/litre,5,Ventilated Disc,Drum,165/70R14,165/70R14,"Analog, Digital",5,Yes,"3 years / 100,000 Km of warranty**",Manual,5115,5,2018
1071,Hyundai,Grand I10 Nios,Asta 1.2 Crdi,2407488,1186 cc,3,37 litres,Diesel,23 km/litre,5,Ventilated Disc,Drum,175/60R15,175/60R15,"Analog, Digital",5,Yes,"3 years / 100,000 Km of warranty**",Manual,1470,3,2021
1072,Hyundai,Xcent,S 1.2,9512938,1197 cc,4,43 litres,Petrol,15.7 km/litre,5,Ventilated Disc,Drum,165/65R14,165/65R14,Analog,5,Yes,2 years / Unlimited Kms,Manual,1870,5,2020
1073,Hyundai,Xcent,S At 1.2,2389720,1197 cc,4,43 litres,Petrol,15.7 km/litre,4,Solid Disc,Drum,165/65 R14,165/65 R14,error,5,Yes,No Warranty,Manual,4513,3,2022
1074,Hyundai,Xcent,Sx 1.2,8911588,1197 cc,4,43 litres,Petrol,15.7 km/litre,5,Solid Disc,Drum,165/65R14,165/65R14,Analog,5,Yes,2 years / Unlimited Kms,Manual,4436,2,2019
1075,Hyundai,Xcent,Sx 1.2 (O),7751580,1197 cc,4,43 litres,Petrol,15.7 km/litre,5,Ventilated Disc,Drum,175/60R15,175/60R15,Analog,5,Yes,2 years / Unlimited Kms,Manual,4888,2,2020
1076,Hyundai,Xcent,S 1.2 Crdi,8764927,1120 cc,3,43 litres,Diesel,19 km/litre,5,Ventilated Disc,Drum,165/65R14,165/65R14,Analog,5,Yes,2 years / Unlimited Kms,Manual,8658,4,2017
1077,Hyundai,Xcent,E,8281071,1197 cc,4,43 litres,Petrol,15.7 km/litre,5,Ventilated Disc,Drum,165/65R14,165/65R14,Analog,5,No,No Warranty,Manual,6759,3,2018
1078,Hyundai,Xcent,Sx 1.2 Crdi,5346986,1120 cc,3,43 litres,Diesel,19 km/litre,5,Ventilated Disc,Drum,165/65R14,165/65R14,Analog,5,Yes,2 years / Unlimited Kms,Manual,3038,2,2020
1079,Hyundai,Xcent,Sx 1.2 Crdi (O),3377088,1120 cc,3,43 litres,Diesel,19 km/litre,5,Ventilated Disc,Drum,175/60R15,175/60R15,Analog,5,Yes,2 years / Unlimited Kms,Manual,4736,3,2016
1080,Hyundai,Xcent,E Crdi,1541970,1197 cc,4,43 litres,Diesel,19 km/litre,5,Ventilated Disc,Drum,165/65R14,165/65R14,Analog,5,No,No Warranty,Manual,9680,3,2017
1081,Nissan,Micra,Xl (O) Cvt,1790088,1198 cc,3,41 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,165/70 R14,165/70 R14,Analog,5,No,24 months /50000 Kms (whichever comes first),Manual,3250,2,2010
1082,Nissan,Micra,Xv Cvt,1731592,1198 cc,3,41 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,175/60R15,175/60R15,Analog,5,Yes,24 months /50000 Kms (whichever comes first),Manual,2990,2,2021
1083,Nissan,Micra,Xld (O),7856138,1461 cc,4,41 litres,Diesel,23 km/litre,5,Ventilated Disc,Drum,165/70 R14,165/70 R14,Analog,5,Yes,24 months /50000 Kms (whichever comes first),Manual,9652,2,2020
1084,Nissan,Micra,Xvd,1259642,1461 cc,4,41 litres,Diesel,19.5 km/litre,5,Ventilated Disc,Drum,175/60R15,175/60R15,Analog,5,Yes,24 months /50000 Kms (whichever comes first),Manual,3491,5,2018
1085,Mahindra,Bolero,Zlx,3147995,2523 cc,4,60 litres,Diesel,9.4 km/litre,5,Ventilated Disc,Drum,215/75R15,215/75R15,Digital,7,No,2 years / Unlimited Kms,Manual,6251,5,2011
1086,Mahindra,Bolero,Slx,4356537,2523 cc,4,60 litres,Diesel,12.3 km/litre,5,Ventilated Disc,Drum,215/75R15,215/75R15,Digital,7,No,2 years / Unlimited Kms,Manual,3084,4,2017
1087,Mahindra,Bolero,Sle,2758489,2523 cc,4,60 litres,Diesel,12.3 km/litre,5,Ventilated Disc,Drum,215/75R15,215/75R15,Digital,7,No,2 years / Unlimited Kms,Manual,6706,2,2016
1088,Mahindra,Bolero,Ex,3895541,2523 cc,4,60 litres,Diesel,9.4 km/litre,5,Ventilated Disc,Drum,215/75R15,215/75R15,Yes,7,No,2 years / Unlimited Kms,Manual,4970,3,2011
